Subscriber Number,Zone,Meter type,Apr.23,Mai.23,Jun.23,Jul.23,Aug.23,Sep.23,Okt.23,Nov.23,Dez.23,Jan.24,Feb.24,Mär.24,Apr.24
73009,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
73011,1234,Polish,10,10,10,10,10,10,10,25,25,25,25,25,20
73012,1134,Polish,10,10,10,0,0,0,0,0,0,0,0,0,0
73048,1035,Polish,12,15,15,12,15,15,10,10,10,10,10,15,10
73121,1035,Polish,3,5,5,2,8,8,10,0,10,10,10,13,5
73162,1135,Polish,30,30,30,30,30,30,30,30,5,25,30,30,30
73332,1035,Polish,12,15,15,10,12,12,10,11,10,10,10,10,5
73342,1035,Polish,30,30,30,28,28,28,10,11,20,10,30,30,20
73433,1035,Polish,0,0,0,0,0,0,10,12,10,10,10,0,10
73483,1035,Polish,10,12,12,10,12,15,10,12,10,10,10,10,5
73528,1035,Polish,20,20,20,35,35,50,10,20,10,10,10,15,5
73564,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
73566,1046,Polish,20,10,10,20,10,15,20,15,20,20,10,10,15
73682,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
73795,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
73796,1035,Polish,12,20,20,10,10,12,10,26,10,10,10,10,5
73869,1135,Polish,14,20,20,30,30,30,30,30,30,30,30,25,15
73958,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
73962,1135,Polish,0,0,0,0,5,5,5,5,5,5,5,5,6
74012,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
74065,1035,Polish,20,15,15,15,15,20,10,12,10,10,10,5,5
74066,1134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
74075,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
74079,1035,Polish,5,8,8,4,2,5,10,25,10,10,10,15,5
74080,1234,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
74081,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
74190,1135,Polish,5,5,5,5,5,15,0,20,20,15,15,15,15
74220,1135,Polish,30,30,30,30,30,30,30,0,30,0,30,30,30
74222,1035,Polish,12,15,15,15,12,15,10,11,20,10,10,10,40
74223,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74227,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
74228,1034,Polish,20,20,20,20,20,20,20,20,20,20,25,25,20
74229,1135,Polish,5,5,5,5,6,9,15,5,15,15,10,10,15
74231,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74233,1134,Polish,15,10,10,0,0,0,0,0,0,0,0,5,15
74244,1134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
74268,1135,Polish,30,30,30,30,30,30,30,30,30,30,25,25,30
74269,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
74270,1135,Polish,5,25,25,15,20,25,25,25,25,25,25,25,20
74299,1135,Polish,30,30,30,0,30,30,30,0,5,0,25,25,25
74301,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74302,1134,Polish,0,10,10,0,0,0,0,0,0,0,0,0,0
74303,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,15
74305,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,10
74337,1135,Polish,40,50,50,60,40,60,40,50,50,40,40,40,45
74338,1134,Polish,0,10,10,10,10,10,10,10,10,10,10,10,15
74343,1135,Polish,30,0,0,30,0,470,30,0,0,0,30,30,30
74344,1135,Polish,30,30,30,30,30,30,30,0,5,25,30,30,30
74346,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74391,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
74392,1135,Polish,30,30,30,30,30,30,30,25,25,25,25,25,25
74393,1135,Polish,30,30,30,30,30,30,30,30,30,0,20,30,30
74415,1135,Polish,0,0,0,0,0,0,0,0,0,0,100,100,120
74417,1134,Polish,0,10,10,10,10,10,10,10,10,10,10,10,10
74418,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74420,1135,Polish,50,50,50,50,60,60,30,25,25,25,45,40,45
74421,1134,Polish,15,10,10,0,0,0,0,0,0,0,0,0,0
74428,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
74429,1135,Polish,30,30,30,30,30,30,30,0,5,5,30,30,30
74451,1135,Polish,30,30,30,30,20,30,30,30,10,30,30,30,30
74452,1135,Polish,30,30,30,30,30,30,30,0,5,15,20,30,30
74454,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
74455,1135,Polish,0,0,0,0,0,5,5,5,5,5,5,5,6
74456,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
80842,1135,Polish,0,0,0,50,0,0,0,0,0,0,25,25,30
80847,1135,Polish,30,30,30,30,30,30,30,0,5,25,20,20,30
601504,1135,Polish,60,50,50,50,50,50,50,50,50,50,50,50,60
602927,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
603334,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
603335,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
603345,1035,Polish,10,15,15,12,2,12,10,11,10,10,20,20,20
603359,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
603373,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
603377,1035,Polish,8,10,10,8,12,8,10,10,5,15,0,1,1
603390,1035,Polish,1,1,1,1,5,5,10,11,10,10,10,5,5
603399,1135,Polish,30,30,30,30,30,30,20,30,30,20,20,30,30
603403,1135,Polish,50,50,50,50,50,0,0,0,0,0,50,50,60
603407,1135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
603419,1135,Polish,5,5,5,19,23,22,22,19,17,18,13,15,7
603421,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
603427,1035,Polish,0,20,20,20,20,20,20,20,20,20,20,20,20
603429,1135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
603430,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
603450,1135,Polish,50,50,50,50,50,50,0,50,50,40,40,40,40
603470,1135,Polish,30,30,30,30,30,30,30,30,30,5,25,20,30
603471,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
603477,1034,Polish,1,1,1,1,1,1,1,1,1,10,10,30,5
603478,1035,Polish,10,10,10,10,8,10,10,13,10,10,10,10,0
603485,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
603511,1134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,10
603512,1135,Polish,0,0,0,0,0,0,0,0,0,0,5,5,0
603514,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
603515,1142,factories,20,5,5,5,20,0,0,0,5,5,5,5,0
603516,1035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
603517,1135,Polish,40,40,40,40,40,40,40,40,40,40,40,40,40
603528,1135,Polish,0,0,0,0,0,0,0,0,0,0,60,60,60
603540,1135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
603571,1135,factories,9,15,15,30,30,30,19,7,9,8,8,7,12
603573,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
603574,1135,Polish,50,50,50,50,5,13,32,24,30,20,25,13,26
603578,1035,Polish,12,25,25,20,20,20,10,0,10,10,10,11,5
603583,1135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
603592,1135,Polish,30,0,0,0,30,30,30,0,30,5,15,20,30
603610,1135,factories,11,14,14,6,5,12,3,21,8,9,12,5,10
603614,1035,Polish,2,8,8,4,5,5,10,10,10,10,10,0,0
603624,1034,Polish,15,15,15,15,15,15,15,15,15,15,15,15,4
603630,1135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,30
603635,1035,Polish,20,15,15,24,15,25,10,10,10,10,15,15,5
603638,1134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
603646,1135,Polish,20,40,40,34,60,46,50,10,32,28,25,25,20
603666,1035,Polish,12,15,15,15,15,20,10,13,10,10,10,10,5
603678,1035,Polish,0,20,20,20,15,12,10,14,5,10,30,30,5
603693,1135,Polish,0,5,5,5,5,5,5,5,5,5,5,5,10
603696,1135,Polish,0,20,20,20,8,5,13,20,13,14,13,12,25
603707,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
603712,1135,Polish,30,30,30,0,30,0,0,5,5,20,5,15,10
603715,1035,Polish,10,12,12,8,10,10,10,0,10,10,10,20,5
603727,1135,Polish,40,40,40,40,40,40,40,40,5,0,35,40,45
603762,1135,Polish,60,40,40,40,50,50,60,60,40,40,50,50,60
603765,1135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
603775,1135,Chinese,,,,,,,,,,,,,
603818,1135,Polish,50,50,50,50,0,50,0,0,0,0,50,50,60
603825,1035,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
603839,1034,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
603846,1134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
609021,1135,factories,25,25,25,25,25,25,25,25,25,25,25,25,25
609060,1135,factories,30,30,30,5,5,20,20,20,5,5,5,5,26
609105,1035,factories,0,0,0,0,0,0,0,0,15,5,5,5,0
609106,1035,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
609115,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
609201,1134,factories,9,10,10,10,10,10,10,15,15,15,15,15,15
609206,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
609257,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
609281,1135,factories,15,5,5,6,9,15,15,20,15,25,20,15,15
609282,1035,factories,1,1,1,0,1,10,10,10,1,10,10,10,4
609295,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
609315,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
609365,1135,factories,30,30,30,30,30,30,30,30,20,30,30,30,30
609367,1135,factories,30,30,30,30,30,30,30,30,30,30,5,5,6
609495,1135,factories,15,5,5,0,0,5,5,5,5,5,5,10,15
609595,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
609599,1135,factories,0,75,75,75,75,0,50,0,75,5,70,75,75
609612,1135,factories,5,5,5,5,5,5,5,5,5,5,5,5,15
609747,1035,factories,13,18,18,15,20,18,10,29,10,10,10,15,5
609805,1035,factories,6,5,5,2,6,3,10,10,20,10,30,30,20
609888,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
610023,1046,factories,15,15,15,15,15,15,15,15,15,15,15,15,15
610094,1035,factories,25,25,25,27,27,27,10,10,20,10,10,15,5
610113,1035,factories,15,15,15,20,15,20,10,12,10,10,10,15,20
610151,1135,factories,30,30,30,30,30,30,30,0,5,25,30,30,30
610190,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
610371,1035,factories,13,15,15,10,12,15,10,30,10,11,30,30,5
610374,1035,factories,23,27,27,10,12,24,10,12,10,10,15,25,5
610428,1135,factories,20,20,20,20,20,20,20,20,5,5,25,25,25
610434,1035,factories,0,0,0,0,8,6,10,10,10,10,10,10,0
610436,1035,factories,8,5,5,8,8,10,10,11,10,10,18,18,20
610437,1035,factories,12,4,4,15,15,15,10,13,10,10,10,10,20
610438,1035,factories,0,1,1,50,20,20,10,12,10,10,15,15,0
610439,1035,factories,8,10,10,8,8,12,10,12,10,10,10,10,0
610481,1134,factories,0,10,10,0,0,0,0,0,0,0,0,0,0
610512,1035,factories,10,15,15,10,10,10,10,10,10,10,30,30,5
610545,1134,factories,25,10,10,10,10,10,10,15,15,15,15,15,15
610549,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
610616,1135,factories,30,20,20,15,22,30,30,30,30,30,28,30,30
610753,1135,factories,0,0,0,0,0,0,0,0,0,0,25,25,60
610891,1134,factories,15,10,10,10,10,10,10,10,10,10,10,10,10
610896,1135,factories,20,5,5,5,5,5,5,5,5,20,10,5,6
610914,1134,factories,6,10,10,10,10,10,10,15,15,15,15,15,15
610968,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
611012,1135,factories,0,0,0,0,0,30,30,0,0,0,25,25,0
611082,1134,factories,14,10,10,10,10,10,10,10,10,10,10,10,10
611114,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
611176,1035,factories,15,15,15,15,15,15,10,10,10,10,10,10,5
611211,1135,factories,30,30,30,30,30,30,30,30,30,20,30,30,30
611247,1135,factories,30,20,20,30,30,30,30,0,20,20,30,30,30
611277,1135,factories,0,30,30,30,30,30,30,30,30,10,30,30,30
611337,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
611576,1134,factories,15,10,10,10,10,10,10,15,15,15,15,15,15
611649,1234,factories,1,1,1,1,1,1,1,1,1,1,1,1,1
611684,1135,factories,0,0,0,30,30,30,30,0,30,0,30,30,25
611711,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
611727,1035,factories,12,12,12,12,10,15,10,11,10,10,10,10,5
611809,1135,factories,0,0,0,0,0,0,30,0,0,0,25,25,30
611860,1135,factories,30,30,30,30,30,30,30,0,5,5,5,25,30
611924,1234,factories,30,30,30,30,30,30,30,30,30,30,30,30,20
611941,1135,factories,0,30,30,30,30,30,30,0,20,0,30,30,30
612009,1035,factories,12,12,12,10,7,0,10,13,10,10,5,5,5
612438,1035,factories,8,8,8,8,8,10,10,14,10,10,10,10,5
613018,1046,factories,30,20,20,30,20,40,30,40,30,30,50,40,20
613501,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
613758,1034,factories,40,40,40,40,40,40,40,40,40,40,40,40,20
613759,1035,factories,0,0,0,0,0,0,10,12,1,1,1,1,0
613779,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
613837,1135,factories,60,60,60,90,40,30,50,25,25,50,50,50,60
613858,1234,factories,20,20,20,20,20,20,20,20,20,20,20,20,15
614123,1135,Polish,30,30,30,30,30,30,30,0,5,25,30,30,30
614160,1135,factories,60,40,40,40,40,50,50,0,50,25,25,50,50
614278,1035,factories,10,12,12,12,12,12,10,12,20,10,10,15,5
614358,1035,factories,8,8,8,10,10,10,10,11,20,10,0,1,0
614480,1135,factories,30,40,40,40,0,50,50,0,0,50,50,50,45
614506,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
614545,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
614550,1034,factories,15,15,15,15,25,25,25,25,25,5,5,5,5
614647,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
614682,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
614768,1135,factories,30,30,30,30,30,30,30,0,5,0,25,30,30
614860,1135,factories,40,5,5,20,20,20,40,40,40,40,40,40,40
614955,1135,factories,30,30,30,30,30,30,30,0,5,15,25,25,30
615140,1034,factories,30,28,28,28,27,27,28,28,28,24,25,25,20
615159,1135,factories,30,30,30,30,30,0,30,30,5,5,30,30,30
615181,1035,factories,28,28,28,30,28,30,10,12,10,10,10,30,25
615304,1035,factories,20,20,20,20,20,20,10,20,0,20,20,20,20
615368,1035,factories,12,15,15,10,12,28,10,12,10,10,10,10,5
615418,1035,Polish,18,18,18,15,15,15,10,10,10,10,10,10,0
615444,1135,factories,15,60,60,60,60,60,60,60,50,50,50,50,80
615598,1035,factories,35,35,35,50,35,55,10,13,20,10,0,1,4
615918,1135,factories,50,40,40,40,40,40,50,0,50,0,50,25,45
616184,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
616210,1135,factories,10,10,10,0,20,20,0,0,0,20,20,5,25
616228,1134,factories,15,10,10,10,10,10,10,10,10,10,10,10,10
616241,1135,factories,0,0,0,0,0,0,0,0,0,0,50,50,60
616540,1135,factories,30,0,0,30,30,30,30,0,10,0,30,30,30
616541,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
616646,1234,factories,30,30,30,35,35,35,25,25,25,25,25,25,20
616721,1034,factories,10,10,10,10,10,10,10,10,10,10,10,10,5
616738,1135,factories,30,30,30,30,30,20,20,15,5,5,5,30,20
617025,1135,factories,0,0,0,0,0,0,0,0,0,0,15,15,20
617403,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
617610,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
617611,1135,factories,0,0,0,0,0,0,0,0,0,0,30,30,30
617869,1134,factories,25,10,10,10,10,10,10,15,15,15,15,15,15
617900,1135,factories,25,30,30,30,30,30,30,30,30,20,30,30,30
618001,1035,factories,8,7,7,3,7,8,10,13,10,10,5,5,5
618078,1035,factories,10,20,20,15,10,10,10,10,10,10,10,10,5
618290,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
618363,1035,factories,10,10,10,10,10,10,10,10,10,10,10,20,5
619449,1134,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
619483,1135,factories,60,60,60,60,60,60,60,60,60,60,60,60,60
619491,1134,factories,15,10,10,10,10,10,10,15,15,15,15,15,15
619597,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
619929,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
619933,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
619950,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
620355,1134,factories,0,10,10,10,10,10,10,10,10,10,10,10,10
620443,1135,factories,30,30,30,30,30,30,30,0,30,15,25,30,30
620454,1135,factories,0,0,0,0,0,0,0,0,0,0,5,5,10
620474,1135,factories,26,24,24,11,25,30,50,30,30,26,23,20,16
620488,1034,factories,15,15,15,15,15,15,15,15,15,15,15,15,10
620491,1135,factories,25,40,40,45,40,60,20,40,40,40,40,40,45
620511,1234,factories,41,20,20,20,20,20,20,20,20,20,20,20,15
620514,1135,factories,0,0,0,0,0,0,0,0,0,0,30,30,30
620715,1135,factories,15,5,5,15,15,15,30,30,5,15,15,15,30
620835,1035,factories,2,3,3,1,7,10,10,11,10,10,10,10,5
620889,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
621110,1135,factories,0,0,0,0,0,0,0,0,0,0,15,15,15
621131,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
621268,1135,factories,5,5,5,5,5,5,5,5,5,5,15,15,20
621631,1035,factories,10,8,8,15,10,12,10,14,10,10,10,10,5
621651,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
621876,1135,factories,30,30,30,30,30,30,30,0,5,0,25,30,30
621913,1135,factories,30,30,30,30,30,30,30,30,5,5,30,30,30
622094,1035,factories,4,15,15,15,12,5,10,10,10,10,10,5,10
622096,1035,factories,12,15,15,12,18,15,10,28,10,10,10,20,15
622514,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
622515,1135,factories,30,30,30,30,30,30,30,0,5,5,20,20,25
622658,1035,factories,20,20,20,10,10,20,10,10,10,10,10,15,5
622662,1135,factories,20,0,0,0,0,0,0,0,0,20,5,15,20
622731,1034,factories,30,30,30,30,30,30,30,30,30,30,30,30,15
622956,1234,factories,25,25,25,25,25,25,25,25,25,25,25,25,20
623295,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
623776,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
623875,1135,factories,0,0,0,27,12,12,14,6,9,10,8,7,9
624661,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
624803,1046,factories,20,15,15,20,20,20,20,20,20,20,8,10,15
624808,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
624917,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
625065,1134,factories,15,10,10,10,10,10,10,15,15,15,15,15,15
625619,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
625996,1234,factories,20,20,20,20,20,20,20,20,20,20,20,20,15
626117,1135,factories,5,5,5,0,15,15,15,0,0,0,0,0,0
626205,1134,factories,15,10,10,15,15,15,15,15,15,15,15,15,15
626577,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
626669,1134,factories,20,10,10,10,10,10,10,15,15,15,15,15,15
626670,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
626723,1135,factories,50,0,0,60,0,60,30,25,25,0,50,50,45
627198,1234,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
627313,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
627809,1135,factories,0,0,0,0,0,0,0,30,20,20,20,20,20
627818,1135,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
627988,1035,factories,24,8,8,2,10,8,10,13,10,10,10,10,0
628415,1035,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
628752,1135,factories,0,0,0,0,0,0,0,0,20,20,20,15,15
629216,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
629836,1135,factories,17,18,18,16,30,30,26,30,30,0,5,5,30
629854,1135,factories,30,0,0,0,30,0,0,0,0,0,30,30,30
630502,1046,factories,15,5,5,10,10,10,10,10,10,10,10,10,10
630588,1035,factories,8,8,8,7,12,10,10,10,10,10,0,1,9
630670,1234,factories,10,10,10,10,0,2,2,2,2,2,2,2,2
630796,1134,factories,0,10,10,10,10,10,10,10,10,10,10,10,10
631122,1035,factories,20,20,20,15,15,12,10,14,10,10,10,10,5
631144,1035,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
632387,1035,factories,4,1,1,0,4,2,10,13,10,10,10,10,15
633246,1046,factories,0,5,5,0,0,0,0,0,0,0,0,0,0
633507,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
633937,1134,factories,4,10,10,10,10,10,10,15,15,15,15,15,15
634130,1134,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
634269,1134,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
634440,1035,factories,0,12,12,10,18,18,10,13,5,10,10,10,0
634441,1035,factories,15,0,0,0,0,0,10,14,10,10,10,10,0
634442,1035,factories,0,0,0,0,0,0,10,12,10,10,10,10,0
634510,1035,factories,20,25,25,25,27,25,10,14,10,10,10,10,5
634512,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
634678,1035,factories,9,12,12,10,8,12,10,10,10,10,15,15,5
635628,1134,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
635657,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
635678,1035,factories,0,0,0,0,0,4,10,30,10,10,10,15,5
635798,1035,factories,10,10,10,10,10,10,10,12,5,5,10,10,5
635799,1135,factories,0,30,30,0,30,0,30,0,30,5,25,25,25
635821,1035,factories,10,10,10,10,10,10,10,11,10,10,30,30,20
635876,1134,factories,0,10,10,10,10,10,10,10,10,10,10,10,10
635877,1134,factories,0,10,10,10,10,10,10,10,10,10,10,10,10
635891,1134,factories,10,10,10,10,10,10,10,10,10,10,10,10,10
635973,1134,factories,5,10,10,10,10,10,10,10,10,10,10,10,10
636079,1046,factories,20,10,10,20,15,15,15,20,20,20,20,20,35
636110,1035,factories,8,8,8,7,7,8,10,9,10,10,5,5,5
636217,1046,factories,20,15,15,15,15,15,20,15,15,15,15,15,15
636719,1046,factories,30,15,15,20,15,20,20,20,20,20,20,20,20
637193,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
637548,1234,factories,20,20,20,20,20,20,20,20,20,20,20,20,15
637590,1135,factories,20,5,5,5,15,15,15,20,20,20,20,20,25
638219,1134,factories,15,10,10,10,10,20,10,15,15,15,15,15,15
638266,1035,factories,0,1,1,3,8,5,10,12,10,10,15,15,1
638416,1234,factories,20,20,20,20,20,20,20,30,30,30,30,30,25
638865,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
639131,1135,factories,0,0,0,0,0,0,30,30,30,30,5,5,6
639321,1035,factories,30,28,28,30,30,30,10,27,10,10,10,15,5
639452,1135,factories,0,0,0,0,0,410,30,0,30,20,20,30,30
640766,1134,Sphinx,15,10,10,10,10,10,10,20,20,20,20,20,20
640772,1035,Sphinx,13,12,12,12,15,15,10,13,10,10,30,30,5
642137,1046,factories,20,15,15,15,15,15,20,20,15,15,15,15,15
642183,1034,Polish,30,30,30,30,30,30,30,30,30,30,30,29,10
642592,1135,factories,30,30,30,30,30,30,30,20,20,20,20,20,30
643008,1135,Sphinx,30,30,30,20,20,30,20,25,25,20,20,30,30
643176,1134,Sphinx,15,10,10,10,10,10,20,20,20,20,20,20,20
643885,1135,factories,50,50,50,50,50,50,0,0,50,0,50,50,60
643968,1135,factories,30,30,30,30,30,30,30,0,30,5,25,30,30
643991,1135,Polish,13,11,11,13,15,15,15,19,16,18,7,10,30
644883,1035,factories,20,25,25,15,20,15,10,10,20,10,10,10,5
646247,1035,factories,25,25,25,20,20,25,10,13,10,10,10,10,5
652015,1046,factories,20,15,15,15,15,15,15,15,20,20,15,15,15
656301,1134,factories,10,10,10,0,0,0,10,0,0,0,10,10,10
656457,1134,factories,10,10,10,15,15,15,15,15,15,15,15,15,15
657387,1134,factories,5,10,10,5,5,5,5,5,5,5,5,5,5
659804,1035,factories,10,9,9,15,20,12,10,10,10,10,10,15,5
659859,1135,factories,0,0,0,0,0,0,0,0,0,0,0,11,0
660101,1035,factories,28,28,28,30,25,15,10,0,10,10,10,14,5
661198,1135,factories,30,5,5,5,5,5,5,5,5,5,5,5,6
662826,1035,factories,28,25,25,28,28,28,10,22,20,10,10,20,20
662837,1046,factories,20,15,15,15,20,15,15,20,20,20,15,15,15
663368,1035,factories,6,12,12,10,8,8,10,10,10,10,10,20,5
666000,1046,factories,2,0,0,0,0,0,0,1,0,0,0,0,0
667860,1135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
668031,1135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
668367,1135,factories,13,30,30,30,30,30,30,30,5,30,25,30,10
669254,1134,factories,4,10,10,7,7,7,7,9,9,9,15,15,15
669415,1135,factories,30,30,30,30,30,30,30,30,30,20,30,30,30
672930,1046,factories,15,15,15,20,20,15,20,20,15,12,15,15,15
673544,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
676164,1035,factories,28,28,28,20,28,28,10,10,10,10,10,15,5
676165,1035,factories,5,5,5,20,28,27,10,30,10,10,10,12,5
677677,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
677688,1135,factories,22,25,25,20,25,25,30,30,30,21,14,14,6
677871,1135,factories,,,,,,,,,,,,,
678653,1234,factories,1,1,1,1,1,20,20,20,20,20,20,20,15
678654,1134,factories,15,10,10,10,10,10,10,15,15,15,15,15,15
678656,1134,factories,10,10,10,10,10,10,10,15,15,15,15,15,0
679472,1035,factories,7,8,8,25,5,0,10,0,10,11,0,5,5
680298,1135,factories,0,0,0,0,0,0,0,0,0,0,5,5,10
680569,1046,factories,10,10,10,10,15,15,15,20,15,15,15,15,15
680934,1035,factories,10,10,10,10,14,15,10,10,15,10,15,15,2
682316,1135,factories,0,0,0,0,0,0,0,0,0,0,5,5,5
684636,1234,factories,1,1,1,1,1,1,1,1,1,1,1,1,1
684640,1134,factories,0,10,10,0,0,0,15,15,15,15,15,15,15
684669,1234,factories,1,1,1,1,1,1,21,21,21,21,21,21,15
684675,1234,factories,1,1,1,1,1,1,1,1,1,1,1,1,1
684677,1234,factories,1,1,1,1,1,1,1,1,1,1,1,1,1
684679,1234,factories,1,1,1,1,1,1,1,1,1,1,1,1,1
684929,1135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
685236,1135,factories,30,30,30,30,30,30,30,30,5,5,5,5,30
686041,1135,Polish,0,0,0,0,0,0,0,20,10,10,30,30,30
686992,1135,Polish,0,0,0,0,0,0,0,0,9,4,20,30,30
687020,1046,Polish,25,15,15,25,5,20,20,20,25,25,20,15,25
687047,1035,Polish,18,20,20,24,27,27,10,26,10,10,10,25,20
